project_id,site_id,datetime,duration,depth_m,Chla_ugL_mean,Temp_C_mean
vera4cast,bvre,2020-08-22 00:00:00.000000Z,P1D,1.5,4.223333333333334,25.006479166666665
vera4cast,bvre,2020-08-23 00:00:00.000000Z,P1D,1.5,3.43,25.17081118881119
vera4cast,bvre,2020-08-24 00:00:00.000000Z,P1D,1.5,3.5797916666666665,25.622284722222226
vera4cast,bvre,2020-08-25 00:00:00.000000Z,P1D,1.5,3.613263888888889,26.05873611111111
vera4cast,bvre,2020-08-26 00:00:00.000000Z,P1D,1.5,3.979078014184397,26.025021276595744
vera4cast,bvre,2020-08-27 00:00:00.000000Z,P1D,1.5,4.399791666666666,26.385659722222226
vera4cast,bvre,2020-08-28 00:00:00.000000Z,P1D,1.5,4.539722222222222,26.62670138888889
vera4cast,bvre,2020-08-29 00:00:00.000000Z,P1D,1.5,4.609791666666666,26.454326388888887
vera4cast,bvre,2020-08-30 00:00:00.000000Z,P1D,1.5,4.916527777777778,26.3141875
vera4cast,bvre,2020-08-31 00:00:00.000000Z,P1D,1.5,6.430694444444445,25.716243055555555
vera4cast,bvre,2020-09-01 00:00:00.000000Z,P1D,1.5,8.532291666666667,24.78589583333333
vera4cast,bvre,2020-09-02 00:00:00.000000Z,P1D,1.5,7.870909090909091,24.579853146853143
vera4cast,bvre,2020-09-03 00:00:00.000000Z,P1D,1.5,7.268601398601398,25.14574825174825
vera4cast,bvre,2020-09-04 00:00:00.000000Z,P1D,1.5,6.434375,26.23998611111111
vera4cast,bvre,2020-09-05 00:00:00.000000Z,P1D,1.5,6.588321678321679,25.81876223776224
vera4cast,bvre,2020-09-06 00:00:00.000000Z,P1D,1.5,7.389370629370629,24.95272027972028
vera4cast,bvre,2020-09-07 00:00:00.000000Z,P1D,1.5,7.602430555555555,24.58853472222222
vera4cast,bvre,2020-09-08 00:00:00.000000Z,P1D,1.5,7.5784722222222225,24.62711111111112
vera4cast,bvre,2020-09-09 00:00:00.000000Z,P1D,1.5,8.518832116788321,24.804481751824817
vera4cast,bvre,2020-09-10 00:00:00.000000Z,P1D,1.5,8.290555555555555,24.803625
vera4cast,bvre,2020-09-11 00:00:00.000000Z,P1D,1.5,8.409375,25.02315972222222
vera4cast,bvre,2020-09-12 00:00:00.000000Z,P1D,1.5,11.14673611111111,24.40045138888889
vera4cast,bvre,2020-09-13 00:00:00.000000Z,P1D,1.5,9.895454545454546,23.80944755244755
vera4cast,bvre,2020-09-14 00:00:00.000000Z,P1D,1.5,9.25006993006993,24.31374825174825
vera4cast,bvre,2020-09-15 00:00:00.000000Z,P1D,1.5,10.5575,23.948090277777776
vera4cast,bvre,2020-09-16 00:00:00.000000Z,P1D,1.5,11.27702290076336,22.96457251908397
vera4cast,bvre,2020-09-17 00:00:00.000000Z,P1D,1.5,11.742377622377624,22.18083916083916
vera4cast,bvre,2020-09-18 00:00:00.000000Z,P1D,1.5,10.400347222222225,21.982180555555555
vera4cast,bvre,2020-09-19 00:00:00.000000Z,P1D,1.5,10.456197183098592,21.64871830985916
vera4cast,bvre,2020-09-20 00:00:00.000000Z,P1D,1.5,9.760763888888889,20.46164583333333
vera4cast,bvre,2020-09-21 00:00:00.000000Z,P1D,1.5,9.000279720279721,19.871223776223776
vera4cast,bvre,2020-09-22 00:00:00.000000Z,P1D,1.5,7.625138888888888,19.726479166666667
vera4cast,bvre,2020-09-23 00:00:00.000000Z,P1D,1.5,7.843958333333333,19.425798611111112
vera4cast,bvre,2020-09-24 00:00:00.000000Z,P1D,1.5,8.35048951048951,19.49456643356644
vera4cast,bvre,2020-09-25 00:00:00.000000Z,P1D,1.5,9.773819444444444,19.036131944444445
vera4cast,bvre,2020-09-26 00:00:00.000000Z,P1D,1.5,9.106083916083916,18.934027972027973
vera4cast,bvre,2020-09-27 00:00:00.000000Z,P1D,1.5,9.523146853146851,19.03004195804196
vera4cast,bvre,2020-09-28 00:00:00.000000Z,P1D,1.5,10.336573426573429,19.166986013986016
vera4cast,bvre,2020-09-29 00:00:00.000000Z,P1D,1.5,10.492291666666668,19.35665277777778
vera4cast,bvre,2020-09-30 00:00:00.000000Z,P1D,1.5,9.327552447552447,18.75353846153846
vera4cast,bvre,2020-10-01 00:00:00.000000Z,P1D,1.5,9.298947368421052,18.569308270676693
vera4cast,bvre,2020-10-02 00:00:00.000000Z,P1D,1.5,9.944513888888888,18.72023611111111
vera4cast,bvre,2020-10-03 00:00:00.000000Z,P1D,1.5,11.558251748251749,17.915251748251748
vera4cast,bvre,2020-10-04 00:00:00.000000Z,P1D,1.5,12.557152777777778,17.44390277777778
vera4cast,bvre,2020-10-05 00:00:00.000000Z,P1D,1.5,11.4664,17.624352000000002
vera4cast,bvre,2020-10-06 00:00:00.000000Z,P1D,1.5,12.707552447552448,17.324636363636362
vera4cast,bvre,2020-10-07 00:00:00.000000Z,P1D,1.5,10.481388888888889,17.94484027777778
vera4cast,bvre,2020-10-08 00:00:00.000000Z,P1D,1.5,10.24840277777778,18.062361111111112
vera4cast,bvre,2020-10-09 00:00:00.000000Z,P1D,1.5,13.106338028169016,17.619274647887323
vera4cast,bvre,2020-10-10 00:00:00.000000Z,P1D,1.5,14.139722222222222,17.371506944444445
vera4cast,bvre,2020-10-11 00:00:00.000000Z,P1D,1.5,14.264722222222222,17.338840277777777
vera4cast,bvre,2020-10-12 00:00:00.000000Z,P1D,1.5,14.612307692307692,17.310755244755246
vera4cast,bvre,2020-10-13 00:00:00.000000Z,P1D,1.5,13.219583333333333,17.72132638888889
vera4cast,bvre,2020-10-14 00:00:00.000000Z,P1D,1.5,11.624084507042252,17.414725352112676
vera4cast,bvre,2020-10-15 00:00:00.000000Z,P1D,1.5,12.865416666666668,16.776819444444445
vera4cast,bvre,2020-10-16 00:00:00.000000Z,P1D,1.5,11.10979020979021,17.03813986013986
vera4cast,bvre,2020-10-17 00:00:00.000000Z,P1D,1.5,10.559861111111111,16.425791666666665
vera4cast,bvre,2020-10-18 00:00:00.000000Z,P1D,1.5,10.785,15.783944444444444
vera4cast,bvre,2020-10-19 00:00:00.000000Z,P1D,1.5,11.883125,15.463986111111112
vera4cast,bvre,2020-10-20 00:00:00.000000Z,P1D,1.5,11.69513888888889,15.694305555555555
vera4cast,bvre,2020-10-21 00:00:00.000000Z,P1D,1.5,12.101328671328671,16.046734265734266
vera4cast,bvre,2020-10-22 00:00:00.000000Z,P1D,1.5,12.94,16.28142657342657
vera4cast,bvre,2020-10-23 00:00:00.000000Z,P1D,1.5,13.025244755244756,16.63476923076923
vera4cast,bvre,2020-10-24 00:00:00.000000Z,P1D,1.5,10.167872340425532,17.994078014184396
vera4cast,bvre,2020-10-25 00:00:00.000000Z,P1D,1.5,17.918181818181818,16.693321678321677
vera4cast,bvre,2020-10-26 00:00:00.000000Z,P1D,1.5,14.3609022556391,16.488992481203006
vera4cast,bvre,2020-10-27 00:00:00.000000Z,P1D,1.5,14.984397163120567,16.77382269503546
vera4cast,bvre,2020-10-28 00:00:00.000000Z,P1D,1.5,17.57181818181818,16.64444055944056
vera4cast,bvre,2020-10-29 00:00:00.000000Z,P1D,1.5,17.27709923664122,16.61301388888889
vera4cast,bvre,2020-10-30 00:00:00.000000Z,P1D,1.5,12.702657342657345,16.875517482517484
vera4cast,bvre,2020-10-31 00:00:00.000000Z,P1D,1.5,12.113055555555556,15.280479166666666
vera4cast,bvre,2020-11-01 00:00:00.000000Z,P1D,1.5,9.754965034965036,14.61418881118881
vera4cast,bvre,2020-11-02 00:00:00.000000Z,P1D,1.5,9.050069930069933,13.483076923076924
vera4cast,bvre,2020-11-03 00:00:00.000000Z,P1D,1.5,8.91013986013986,12.401524475524475
vera4cast,bvre,2020-11-04 00:00:00.000000Z,P1D,1.5,8.892847222222223,12.052020833333334
vera4cast,bvre,2020-11-05 00:00:00.000000Z,P1D,1.5,8.46874125874126,11.916272727272728
vera4cast,bvre,2020-11-06 00:00:00.000000Z,P1D,1.5,7.230486111111111,12.307347222222225
vera4cast,bvre,2020-11-07 00:00:00.000000Z,P1D,1.5,8.328811188811189,12.27513986013986
vera4cast,bvre,2020-11-08 00:00:00.000000Z,P1D,1.5,9.387692307692308,12.384587412587411
vera4cast,bvre,2020-11-09 00:00:00.000000Z,P1D,1.5,10.921818181818182,12.622664335664336
vera4cast,bvre,2020-11-10 00:00:00.000000Z,P1D,1.5,13.861857142857144,12.7447
vera4cast,bvre,2020-11-11 00:00:00.000000Z,P1D,1.5,15.476595744680852,12.834340425531916
vera4cast,bvre,2020-11-12 00:00:00.000000Z,P1D,1.5,13.26725352112676,14.669366197183098
vera4cast,bvre,2020-11-13 00:00:00.000000Z,P1D,1.5,13.499444444444444,14.453479166666666
vera4cast,bvre,2020-11-14 00:00:00.000000Z,P1D,1.5,12.817412587412589,14.018475524475525
vera4cast,bvre,2020-11-15 00:00:00.000000Z,P1D,1.5,10.094930555555557,12.967958333333334
vera4cast,bvre,2020-11-16 00:00:00.000000Z,P1D,1.5,7.207361111111111,12.3390625
vera4cast,bvre,2020-11-17 00:00:00.000000Z,P1D,1.5,6.579027777777778,11.543645833333333
vera4cast,bvre,2020-11-18 00:00:00.000000Z,P1D,1.5,5.948881118881119,10.55848951048951
vera4cast,bvre,2020-11-19 00:00:00.000000Z,P1D,1.5,7.305555555555555,10.0333125
vera4cast,bvre,2020-11-20 00:00:00.000000Z,P1D,1.5,6.551267605633803,9.746147887323945
vera4cast,bvre,2020-11-21 00:00:00.000000Z,P1D,1.5,6.430833333333333,10.002375
vera4cast,bvre,2020-11-22 00:00:00.000000Z,P1D,1.5,7.063472222222222,9.783819444444443
vera4cast,bvre,2020-11-23 00:00:00.000000Z,P1D,1.5,6.3638028169014085,10.002035211267604
vera4cast,bvre,2020-11-24 00:00:00.000000Z,P1D,1.5,7.5228472222222225,9.598381944444444
vera4cast,bvre,2020-11-25 00:00:00.000000Z,P1D,1.5,7.243356643356643,9.287874125874126
vera4cast,bvre,2020-11-26 00:00:00.000000Z,P1D,1.5,6.949580419580419,9.500573426573428
vera4cast,bvre,2020-11-27 00:00:00.000000Z,P1D,1.5,7.52965034965035,9.78165034965035
vera4cast,bvre,2020-11-28 00:00:00.000000Z,P1D,1.5,6.977062937062937,9.917986013986011
vera4cast,bvre,2020-11-29 00:00:00.000000Z,P1D,1.5,7.336180555555556,9.521416666666669
vera4cast,bvre,2020-11-30 00:00:00.000000Z,P1D,1.5,6.776549295774648,9.33618309859155
vera4cast,bvre,2020-12-01 00:00:00.000000Z,P1D,1.5,5.6925,8.824479166666666
vera4cast,bvre,2020-12-02 00:00:00.000000Z,P1D,1.5,5.931608391608392,7.917741258741259
vera4cast,bvre,2020-12-03 00:00:00.000000Z,P1D,1.5,6.402638895833333,7.484416666666666
vera4cast,bvre,2020-12-04 00:00:00.000000Z,P1D,1.5,6.584718316901409,7.339605633802817
vera4cast,bvre,2020-12-05 00:00:00.000000Z,P1D,1.5,5.311258741258741,7.148566433566433
vera4cast,bvre,2020-12-06 00:00:00.000000Z,P1D,1.5,5.584195804195804,6.901986013986014
vera4cast,bvre,2020-12-07 00:00:00.000000Z,P1D,1.5,5.71979020979021,6.86013986013986
vera4cast,bvre,2020-12-08 00:00:00.000000Z,P1D,1.5,4.575104895104895,6.05637062937063
vera4cast,bvre,2020-12-09 00:00:00.000000Z,P1D,1.5,4.879166666666666,5.424229166666667
vera4cast,bvre,2020-12-10 00:00:00.000000Z,P1D,1.5,5.724652777777778,5.356951388888889
vera4cast,bvre,2020-12-11 00:00:00.000000Z,P1D,1.5,5.992727272727273,5.2427972027972025
vera4cast,bvre,2020-12-12 00:00:00.000000Z,P1D,1.5,5.5119444375,5.309048611111111
vera4cast,bvre,2020-12-13 00:00:00.000000Z,P1D,1.5,4.979930076923077,5.876230769230769
vera4cast,bvre,2020-12-14 00:00:00.000000Z,P1D,1.5,4.476153846153846,6.2386713286713285
vera4cast,bvre,2020-12-15 00:00:00.000000Z,P1D,1.5,4.585069444444445,5.755368055555556
vera4cast,bvre,2020-12-16 00:00:00.000000Z,P1D,1.5,5.180208333333334,5.423826388888889
vera4cast,bvre,2020-12-17 00:00:00.000000Z,P1D,1.5,4.598111888111888,5.011153846153846
vera4cast,bvre,2020-12-18 00:00:00.000000Z,P1D,1.5,4.391180555555556,4.774743055555556
vera4cast,bvre,2020-12-19 00:00:00.000000Z,P1D,1.5,5.154236111111112,4.532145833333334
vera4cast,bvre,2020-12-20 00:00:00.000000Z,P1D,1.5,5.232097902097902,4.431720279720279
vera4cast,bvre,2020-12-21 00:00:00.000000Z,P1D,1.5,4.890209790209791,4.533272727272728
vera4cast,bvre,2020-12-22 00:00:00.000000Z,P1D,1.5,4.153263888888889,4.681243055555555
vera4cast,bvre,2020-12-23 00:00:00.000000Z,P1D,1.5,4.928055555555556,4.5450277777777774
vera4cast,bvre,2020-12-24 00:00:00.000000Z,P1D,1.5,5.389166666666667,4.5183125
vera4cast,bvre,2020-12-25 00:00:00.000000Z,P1D,1.5,4.34034965034965,4.252552447552447
vera4cast,bvre,2020-12-26 00:00:00.000000Z,P1D,1.5,4.567272727272727,3.330314685314685
vera4cast,bvre,2020-12-27 00:00:00.000000Z,P1D,1.5,5.033611111111111,2.828493055555556
vera4cast,bvre,2020-12-28 00:00:00.000000Z,P1D,1.5,5.057913669064749,3.034907142857143
vera4cast,bvre,2020-12-29 00:00:00.000000Z,P1D,1.5,4.514375,3.035923611111111
vera4cast,bvre,2020-12-30 00:00:00.000000Z,P1D,1.5,5.182222229166666,3.239138888888889
vera4cast,bvre,2020-12-31 00:00:00.000000Z,P1D,1.5,5.104027777777778,3.399833333333333
vera4cast,bvre,2021-01-01 00:00:00.000000Z,P1D,1.5,5.887708333333333,3.617770833333333
vera4cast,bvre,2021-01-02 00:00:00.000000Z,P1D,1.5,4.948591549295775,3.667394366197183
vera4cast,bvre,2021-01-03 00:00:00.000000Z,P1D,1.5,5.644583326388889,4.020236111111111
vera4cast,bvre,2021-01-04 00:00:00.000000Z,P1D,1.5,5.46006993006993,4.132657342657343
vera4cast,bvre,2021-01-05 00:00:00.000000Z,P1D,1.5,5.269230769230769,4.116692307692308
vera4cast,bvre,2021-01-06 00:00:00.000000Z,P1D,1.5,4.833286713286713,3.988489510489511
vera4cast,bvre,2021-01-07 00:00:00.000000Z,P1D,1.5,5.290972222222222,3.7621527777777777
vera4cast,bvre,2021-01-08 00:00:00.000000Z,P1D,1.5,6.0881944375,3.7910208333333335
vera4cast,bvre,2021-01-09 00:00:00.000000Z,P1D,1.5,4.800699300699301,3.5466013986013984
vera4cast,bvre,2021-01-10 00:00:00.000000Z,P1D,1.5,5.291824817518248,3.2262189781021897
vera4cast,bvre,2021-01-11 00:00:00.000000Z,P1D,1.5,6.2877777777777775,2.731965277777778
vera4cast,bvre,2021-01-12 00:00:00.000000Z,P1D,1.5,5.483006979020979,2.7542097902097904
vera4cast,bvre,2021-01-13 00:00:00.000000Z,P1D,1.5,5.2501388888888885,2.9420625
vera4cast,bvre,2021-01-14 00:00:00.000000Z,P1D,1.5,5.465664335664336,2.71886013986014
vera4cast,bvre,2021-01-15 00:00:00.000000Z,P1D,1.5,6.963680548611111,3.1683958333333333
vera4cast,bvre,2021-01-16 00:00:00.000000Z,P1D,1.5,6.591608384615385,2.70613986013986
vera4cast,bvre,2021-01-17 00:00:00.000000Z,P1D,1.5,6.253426573426573,2.595048951048951
vera4cast,bvre,2021-01-18 00:00:00.000000Z,P1D,1.5,6.768671328671329,2.599937062937063
vera4cast,bvre,2021-01-19 00:00:00.000000Z,P1D,1.5,6.541805548611111,2.5826527777777777
vera4cast,bvre,2021-01-20 00:00:00.000000Z,P1D,1.5,6.356458319444444,2.7045625
vera4cast,bvre,2021-01-21 00:00:00.000000Z,P1D,1.5,6.2657638888888885,2.6196527777777776
vera4cast,bvre,2021-01-22 00:00:00.000000Z,P1D,1.5,6.082867132867133,2.744552447552448
vera4cast,bvre,2021-01-23 00:00:00.000000Z,P1D,1.5,6.355763875,2.6960972222222224
vera4cast,bvre,2021-01-24 00:00:00.000000Z,P1D,1.5,7.8508333125,2.547131944444444
vera4cast,bvre,2021-01-25 00:00:00.000000Z,P1D,1.5,8.604097215277777,2.7278541666666665
vera4cast,bvre,2021-01-26 00:00:00.000000Z,P1D,1.5,8.281249965277778,2.8957569444444444
vera4cast,bvre,2021-01-27 00:00:00.000000Z,P1D,1.5,7.098661964788732,2.7720211267605634
vera4cast,bvre,2021-01-28 00:00:00.000000Z,P1D,1.5,6.578741223776224,2.784020979020979
vera4cast,bvre,2021-01-29 00:00:00.000000Z,P1D,1.5,6.2676388888888885,2.269520833333333
vera4cast,bvre,2021-01-30 00:00:00.000000Z,P1D,1.5,6.936666659722222,1.9888611111111112
vera4cast,bvre,2021-01-31 00:00:00.000000Z,P1D,1.5,9.170833277777778,2.5101666666666667
vera4cast,bvre,2021-02-01 00:00:00.000000Z,P1D,1.5,7.127902097902098,1.9368461538461537
vera4cast,bvre,2021-02-02 00:00:00.000000Z,P1D,1.5,5.9175,1.8419652777777773
vera4cast,bvre,2021-02-03 00:00:00.000000Z,P1D,1.5,6.090909097902098,1.4602377622377622
vera4cast,bvre,2021-02-04 00:00:00.000000Z,P1D,1.5,6.236666659722222,1.2885694444444444
vera4cast,bvre,2021-02-05 00:00:00.000000Z,P1D,1.5,6.847202762237762,1.74206993006993
vera4cast,bvre,2021-02-06 00:00:00.000000Z,P1D,1.5,6.888391573426573,1.7865804195804196
vera4cast,bvre,2021-02-07 00:00:00.000000Z,P1D,1.5,6.827430534722223,1.8802083333333333
vera4cast,bvre,2021-02-08 00:00:00.000000Z,P1D,1.5,6.889791645833333,1.81125
vera4cast,bvre,2021-02-09 00:00:00.000000Z,P1D,1.5,7.221319430555556,2.273708333333333
vera4cast,bvre,2021-02-10 00:00:00.000000Z,P1D,1.5,8.192430506944444,2.585111111111111
vera4cast,bvre,2021-02-11 00:00:00.000000Z,P1D,1.5,8.962361097222223,2.711548611111111
vera4cast,bvre,2021-02-12 00:00:00.000000Z,P1D,1.5,9.404374965277778,2.6841944444444445
vera4cast,bvre,2021-02-13 00:00:00.000000Z,P1D,1.5,8.697222208333333,2.5772013888888887
vera4cast,bvre,2021-02-14 00:00:00.000000Z,P1D,1.5,8.319513881944445,2.4254652777777777
vera4cast,bvre,2021-02-15 00:00:00.000000Z,P1D,1.5,8.853263861111111,2.661138888888889
vera4cast,bvre,2021-02-16 00:00:00.000000Z,P1D,1.5,7.573194423611111,2.7722847222222224
vera4cast,bvre,2021-02-17 00:00:00.000000Z,P1D,1.5,6.664444444444444,2.500840277777778
vera4cast,bvre,2021-02-18 00:00:00.000000Z,P1D,1.5,8.19146848951049,2.66886013986014
vera4cast,bvre,2021-02-19 00:00:00.000000Z,P1D,1.5,6.554722208333334,2.256986111111111
vera4cast,bvre,2021-02-20 00:00:00.000000Z,P1D,1.5,5.797762237762238,2.184076923076923
vera4cast,bvre,2021-02-21 00:00:00.000000Z,P1D,1.5,6.335594405594406,2.185
vera4cast,bvre,2021-02-22 00:00:00.000000Z,P1D,1.5,7.158811181818182,2.605048951048951
vera4cast,bvre,2021-02-23 00:00:00.000000Z,P1D,1.5,6.033616992907802,2.638422535211268
vera4cast,bvre,2021-02-24 00:00:00.000000Z,P1D,1.5,6.023541659722222,3.041736111111111
vera4cast,bvre,2021-02-25 00:00:00.000000Z,P1D,1.5,6.298881111888112,3.5516573426573426
vera4cast,bvre,2021-02-26 00:00:00.000000Z,P1D,1.5,7.602361090277777,4.240611111111111
vera4cast,bvre,2021-02-27 00:00:00.000000Z,P1D,1.5,7.619720293706294,4.213222222222222
vera4cast,bvre,2021-02-28 00:00:00.000000Z,P1D,1.5,8.4079166875,4.460597222222222
vera4cast,bvre,2021-03-01 00:00:00.000000Z,P1D,1.5,8.512708340277777,4.782625
vera4cast,bvre,2021-03-02 00:00:00.000000Z,P1D,1.5,7.071063843971631,4.772146853146853
vera4cast,bvre,2021-03-03 00:00:00.000000Z,P1D,1.5,6.710208319444445,5.064027777777778
vera4cast,bvre,2021-03-04 00:00:00.000000Z,P1D,1.5,6.872340439716312,5.538366197183098
vera4cast,bvre,2021-03-05 00:00:00.000000Z,P1D,1.5,6.638680555555555,5.353881944444445
vera4cast,bvre,2021-03-06 00:00:00.000000Z,P1D,1.5,7.320694444444444,5.290333333333333
vera4cast,bvre,2021-03-07 00:00:00.000000Z,P1D,1.5,7.813776188811189,5.497229166666667
vera4cast,bvre,2021-03-08 00:00:00.000000Z,P1D,1.5,7.2420769307692305,5.986121212121212
vera4cast,bvre,2021-03-09 00:00:00.000000Z,P1D,1.5,6.348461538461539,6.506867132867133
vera4cast,bvre,2021-03-10 00:00:00.000000Z,P1D,1.5,7.080629342657343,6.740188811188811
vera4cast,bvre,2021-03-11 00:00:00.000000Z,P1D,1.5,7.632587426573426,6.861776195804196
vera4cast,bvre,2021-03-12 00:00:00.000000Z,P1D,1.5,8.348741265734265,8.640566433566434
vera4cast,bvre,2021-03-13 00:00:00.000000Z,P1D,1.5,8.402587405594405,9.011566405594406
vera4cast,bvre,2021-03-14 00:00:00.000000Z,P1D,1.5,8.135763895833334,8.776367986111111
vera4cast,bvre,2021-03-15 00:00:00.000000Z,P1D,1.5,9.818881125874126,7.997643342657343
vera4cast,bvre,2021-03-16 00:00:00.000000Z,P1D,1.5,10.941458319444443,7.1736458333333335
vera4cast,bvre,2021-03-17 00:00:00.000000Z,P1D,1.5,9.634755265734263,7.292594405594405
vera4cast,bvre,2021-03-18 00:00:00.000000Z,P1D,1.5,11.912916666666666,7.384972222222222
vera4cast,bvre,2021-03-19 00:00:00.000000Z,P1D,1.5,9.383472215277775,8.455201458333333
